key	eco	name_fr	name_en
e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bd6 O-O O-O c4 c6	C42	Défense Petroff (russe) : Attaque classique, Variante Staunton	Petrov's Defense: Classical Attack, Staunton Variation
e4 e5 f4 d5 exd5 e4 d3 Nf6 dxe4 Nxe4 Nf3 Bc5 Qe2 Bf5 g4 O-O	C32	Gambit du roi refusé : Contre-gambit Falkbeer, Variante Tarrasch	King's Gambit Declined: Falkbeer Countergambit, Tarrasch Variation
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ne5 Nf6 Bc4 d5 exd5 Bd6 O-O Bxe5	C39	Gambit du roi accepté : Gambit Kieseritzky, Gambit Rice	King's Gambit Accepted: Kieseritzky Gambit, Rice Gambit
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 Qxg4 Nf6 Qxf4 Bd6	C39	Gambit du roi accepté : Allgaier, Défense Horny	King's Gambit Accepted: Allgaier, Horny Defense
e4 e6 d4 d5 Nc3 Bb4 Ne2 dxe4 a3 Be7 Nxe4 Nf6 N2g3 O-O Be2 Nc6	C15	Défense française : Variante Winawer, Gambit Alekhine, Variante Alatortsev	French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation
e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3 bxc3 Nc6 Nf3 Qa5 Bd2 Nge7	C19	Défense française : Variante Winawer, Variante Positional	French Defense: Winawer Variation, Positional Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6 Bd2 Bxc3 bxc3 Ne4 Qg4 g6	C12	Défense française : Variante McCutcheon, Variante Lasker	French Defense: McCutcheon Variation, Lasker Variation
e4 e6 d4 d5 Nd2 Nf6 e5 Nfd7 Bd3 c5 c3 Nc6 Ne2 cxd4 cxd4 Nb6	C06	Défense française : Variante Tarrasch, Variante Leningrad	French Defense: Tarrasch Variation, Leningrad Variation
Nf3 d5 d4 Nf6 c4 e6 Nc3 Be7 Bg5 O-O e3 Nbd7 Rc1 b6 cxd5 exd5 Bb5	D63	Gambit dame refusé : Défense Orthodox, Variante Capablanca	Queen's Gambit Declined: Orthodox Defense, Capablanca Variation
Nf3 d5 e3 Nf6 c4 e6 Nc3 Be7 d4 O-O b3 b6 cxd5 exd5 Bb2 Bb7 Bd3	E14	Défense indienne de la dame, avec e3	Queen's Indian Defense, with e3
d4 Nf6 Nf3 d5 c4 e6 e3 b6 b3 Bb7 Bd3 Nbd7 O-O Bd6 Bb2 O-O Nbd2	E14	Défense indienne de la dame, avec e3	Queen's Indian Defense, with e3
d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 c5 b3 Be7 Bb2 d6 O-O O-O c4	E14	Défense indienne de la dame, avec e3	Queen's Indian Defense, with e3
d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 e4 Bxf1 Kxf1 d6 Nge2	A59	Gambit Benko accepté : Yugoslav	Benko Gambit Accepted: Yugoslav
d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 e4 Bxf1 Kxf1 d6 g3	A59	Gambit Benko	Benko Gambit
d4 Nf6 c4 c5 d5 b5 cxb5 a6 bxa6 g6 Nc3 Bxa6 g3 d6 Bg2 Bg7 Nf3	A58	Gambit Benko accepté : Variante fianchetto	Benko Gambit Accepted: Fianchetto Variation
d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 Nf3 Bg7 Be2 O-O O-O	A73	Défense Benoni : Variante classique, ligne principale	Benoni Defense: Classical Variation, Main Line
d4 Nf6 c4 e6 Nc3 Bb4 Nf3 b6 e3 Ne4 Qc2 Bb7 Bd3 Bxc3 bxc3 f5 O-O	E43	Défense nimzo-indienne : Variante St. Petersburg	Nimzo-Indian Defense: St. Petersburg Variation
d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 dxc5 Nc6 Nf3 Ne4 Bd2 Nxc5 Qc2 f5 g3	E23	Défense nimzo-indienne : Variante Spielmann, Variante Stahlberg	Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6 a3 Bxc3 bxc3	E58	Défense nimzo-indienne : Variante Normal, Défense Bernstein, échange ligne	Nimzo-Indian Defense: Normal Variation, Bernstein Defense, Exchange Line
d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O dxc4 Bxc4 cxd4 exd4	E54	Défense nimzo-indienne : Variante Normal, Système Gligoric, Variante échange	Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange Variation
d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 O-O Nf3 Nbd7 Rc1 b6 cxd5 exd5 Bd3	D63	Gambit dame refusé : Défense Orthodox, Variante Pillsbury	Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation
d4 Nf6 c4 e6 Nc3 d5 Nf3 Be7 Bg5 O-O e3 Nbd7 Rc1 c6 a3 a6 Qc2	D64	Gambit dame refusé : Défense Orthodox, Attaque Rubinstein	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack
d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5 c6 Qc2 Be7 e3 O-O Bd3 h6 Bh4	D36	Gambit dame refusé : Variante échange, Variante Reshevsky	Queen's Gambit Declined: Exchange Variation, Reshevsky Variation
d4 Nf6 c4 e6 Nf3 b6 Nc3 d5 cxd5 exd5 Bg5 Be7 e3 O-O Bd3 Bb7 Ne5	D55	Gambit dame refusé : Attaque Pillsbury	Queen's Gambit Declined: Pillsbury Attack
d4 Nf6 c4 e6 Nf3 b6 e3 Bb7 Bd3 c5 O-O Be7 b3 O-O Bb2 cxd4 Nxd4	E14	Défense indienne de la dame : Variante Averbakh	Queen's Indian Defense: Averbakh Variation
d4 Nf6 c4 e6 Nf3 b6 g3 Bb7 Bg2 Be7 O-O O-O Nc3 Ne4 Qc2 Nxc3 Qxc3	E19	Défense indienne de la dame : Variante classique, Variante Traditional, ligne principale	Queen's Indian Defense: Classical Variation, Traditional Variation, Main Line
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 O-O e3 Nbd7 Rc1 a6 c5 c6 Bd3	D63	Gambit dame refusé : Défense Orthodox, Variante Henneberger	Queen's Gambit Declined: Orthodox Defense, Henneberger Variation
d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bg5 h6 Bh4 O-O e3 Ne4 Bxe7 Qxe7 Qc2	D56	Gambit dame refusé : Défense Lasker, Variante Teichmann	Queen's Gambit Declined: Lasker Defense, Teichmann Variation
d4 Nf6 c4 e6 g3 Bb4 Bd2 Be7 Bg2 d5 Nf3 Nbd7 O-O O-O Qc2 c6 Rc1	E11	Défense bogo-indienne : Variante Retreat	Bogo-Indian Defense: Retreat Variation
d4 Nf6 c4 e6 g3 Bb4 Bd2 Be7 Bg2 d5 Nf3 Nbd7 O-O O-O Qc2 c6 Rd1	E11	Défense bogo-indienne : Variante Retreat	Bogo-Indian Defense: Retreat Variation
d4 Nf6 c4 e6 g3 Bb4 Bd2 Be7 Bg2 d5 Nf3 Nbd7 O-O O-O Qc2 c6 b3	E11	Défense bogo-indienne : Variante Retreat	Bogo-Indian Defense: Retreat Variation
d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O c6 Qc2 b6 Rd1 Nbd7 Bf4	E08	Ouverture catalane : Closed	Catalan Opening: Closed
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Bd2	E97	Défense indienne du roi : Variante Orthodox, Attaque Korchnoi	King's Indian Defense: Orthodox Variation, Korchnoi Attack
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Nd2	E97	Défense indienne du roi : Variante Orthodox, Système moderne	King's Indian Defense: Orthodox Variation, Modern System
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 Ne1	E98	Défense indienne du roi : Variante Orthodox, Système classique	King's Indian Defense: Orthodox Variation, Classical System
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 O-O Nc6 d5 Ne7 b4	E97	Défense indienne du roi : Variante Orthodox, Attaque Bayonet	King's Indian Defense: Orthodox Variation, Bayonet Attack
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Be3 c5 dxc5 dxc5 Qxd8 Rxd8 Bxc5	E81	Défense indienne du roi : Variante Sämisch, Sämisch gambit accepté	King's Indian Defense: Sämisch Variation, Sämisch Gambit Accepted
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Bg5 c5 d5 e6 Qd2 exd5 Nxd5	E81	Défense indienne du roi : Attaque Steiner	King's Indian Defense: Steiner Attack
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Bg5 c5 d5 e6 Qd2 exd5 exd5	A65	Défense Benoni : King's Pawn ligne, avec Bg5	Benoni Defense: King's Pawn Line, with Bg5
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Bg5 c5 d5 e6 Qd2 h6 Bxh6	E81	Défense indienne du roi : Attaque Steiner	King's Indian Defense: Steiner Attack
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f3 O-O Nge2 c5 d5 e6 Ng3 exd5 cxd5	A65	Défense Benoni : King's Pawn ligne, avec Nge2	Benoni Defense: King's Pawn Line, with Nge2
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 Be2 cxd4 Nxd4 Nc6 Be3	E79	Défense indienne du roi : Attaque Four Pawns, Variante échange	King's Indian Defense: Four Pawns Attack, Exchange Variation
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 c5 d5 e6 Be2 exd5 e5	E77	Défense indienne du roi : Attaque Four Pawns, Gambit Florentine	King's Indian Defense: Four Pawns Attack, Florentine Gambit
d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Qb3 dxc4 Qxc4 O-O e4 Bg4 Be3 Nfd7 Qb3	D99	Défense Grünfeld : Variante russe, Variante Smyslov	Grünfeld Defense: Russian Variation, Smyslov Variation
d4 Nf6 c4 g6 Nf3 Bg7 g3 O-O Bg2 d6 O-O Nbd7 Nc3 e5 e4 c6 h3	E69	Défense indienne du roi : Variante fianchetto, classique ligne principale	King's Indian Defense: Fianchetto Variation, Classical Main Line
d4 Nf6 c4 g6 f3 c5 d5 d6 e4 Bg7 Nc3 e6 Be3 O-O Qd2 exd5 cxd5	A65	Défense Benoni : King's Pawn ligne	Benoni Defense: King's Pawn Line
d4 d5 Nf3 Nf6 c4 e6 Nc3 Be7 Bg5 O-O e3 Nbd7 Rc1 c6 Qc2 a6 cxd5	D65	Gambit dame refusé : Défense Orthodox, Attaque Rubinstein	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack
d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Qc2 Bd6 b3 O-O Bb2 Qe7 Bd3	D46	Défense semi-slave : Défense Chigorin	Semi-Slav Defense: Chigorin Defense
d4 d5 c4 c6 Nc3 Nf6 e3 e6 Nf3 Nbd7 Qc2 Bd6 b3 O-O Bb2 Re8 Bd3	D46	Défense semi-slave : Défense Chigorin	Semi-Slav Defense: Chigorin Defense
d4 d5 c4 c6 Nf3 Nf6 Nc3 dxc4 a4 Bf5 e3 e6 Bxc4 Bb4 O-O O-O Qe2	D19	Défense slave : Variante tchèque, Système classique, ligne principale	Slav Defense: Czech Variation, Classical System, Main Line
d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 Bg5 dxc4 e4 b5 e5 h6 Bh4 g5 Nxg5	D44	Défense semi-slave : Variante Botvinnik	Semi-Slav Defense: Botvinnik Variation
d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Nc3	D29	Gambit dame accepté : Défense classique, Système Alekhine, ligne principale	Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line
d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 O-O Nf3 Nbd7 Rc1 c6 Bd3 h6 Bh4	D66	Gambit dame refusé : Défense Orthodox, Bd3 ligne	Queen's Gambit Declined: Orthodox Defense, Bd3 Line
d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 e3 c6 Nf3 Qa5 Nd2 Bb4 Qc2 O-O Bh4	D52	Gambit dame refusé : Défense Cambridge Springs, Variante Argentine	Queen's Gambit Declined: Cambridge Springs Defense, Argentine Variation
d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 g3 Nf6 Bg2 Be7 O-O O-O Bg5	D34	Défense Tarrasch : Variante classique, Variante Carlsbad	Tarrasch Defense: Classical Variation, Carlsbad Variation
d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 e6 Bg5 Be7 Bd3 Nc6 O-O Nxd4 Kh1	D00	Gambit Blackmar-Diemer accepté : Défense Euwe, Gambit Zilbermints	Blackmar-Diemer Gambit Accepted: Euwe Defense, Zilbermints Gambit
d4 e6 c4 Nf6 Nf3 d5 g3 Be7 Bg2 O-O O-O Nbd7 Qc2 c6 Rd1 b6 a4	E08	Ouverture catalane : Closed, Variante Zagoryansky	Catalan Opening: Closed, Zagoryansky Variation
d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 Nc3 c6 Qc2 Qe8 Bg5	A95	Défense hollandaise : Variante Stonewall, Variante Chekhover	Dutch Defense: Stonewall Variation, Chekhover Variation
e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 exd6 cxd6 Nc3 g6 Be3 Bg7 Rc1 O-O b3	B03	Défense Alekhine : Variante échange, Variante Voronezh	Alekhine Defense: Exchange Variation, Voronezh Variation
e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6 Nf3 Bg4 e6 fxe6 c5	B03	Défense Alekhine : Attaque Four Pawns, Variante Ilyin-Zhenevsky	Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Bc4 e6 Bb3 Be7 Be3 O-O f4	B88	Défense sicilienne : Attaque Sozin, Variante Fischer	Sicilian Defense: Sozin Attack, Fischer Variation
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Be2 g6 Be3 Bg7 Qd2 O-O O-O-O	B72	Défense sicilienne : Variante Dragon, Variante classique, Variante Grigoriev	Sicilian Defense: Dragon Variation, Classical Variation, Grigoriev Variation
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5	B33	Défense sicilienne : Variante Lasker-Pelikan, Variante Sveshnikov, Variante Chelyabinsk	Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation
e4 c5 Nf3 d6 Bb5 Nc6 O-O Bd7 c3 Nf6 Re1 a6 Bxc6 Bxc6 d4 Bxe4 Bg5	B51	Défense sicilienne : Variante Moscow, Gambit Moscow	Sicilian Defense: Moscow Variation, Moscow Gambit
e4 c5 Nf3 d6 c3 Nf6 Be2 Nc6 d4 cxd4 cxd4 Nxe4 d5 Qa5 Nc3 Nxc3 bxc3	B50	Défense sicilienne : Variante retardé Alapin, Gambit Basman-Palatnik Double	Sicilian Defense: Delayed Alapin Variation, Basman-Palatnik Double Gambit
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Bg5 e6 Qd2 Be7 O-O-O O-O f4	B64	Défense sicilienne : Variante Richter-Rauzer, Variante classique	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e6 g4 e5 Nf5 g6 g5	B90	Défense sicilienne : Variante Scheveningen, Attaque retardé Keres, Gambit Perenyi	Sicilian Defense: Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be2 Bg7 O-O O-O Be3 Nc6 Nb3	B74	Défense sicilienne : Variante Dragon, Variante classique, Normal ligne	Sicilian Defense: Dragon Variation, Classical Variation, Normal Line
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be2 Bg7 O-O O-O Be3 Nc6 Qd2	B73	Défense sicilienne : Variante Dragon, Variante classique, Variante Battery	Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 Nc6 Qd2 O-O O-O-O	B76	Défense sicilienne : Variante Dragon, Attaque Yugoslav, moderne ligne	Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 Bc4	B77	Défense sicilienne : Variante Dragon, Attaque Yugoslav, ligne principale	Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 f3 O-O Qd2 Nc6 g4	B76	Défense sicilienne : Variante Dragon, Attaque Yugoslav, Variante Panov	Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be2 a6 O-O Nf6 Be3 d6 f4	B85	Défense sicilienne : Variante Scheveningen, Variante classique, Variante Paulsen	Sicilian Defense: Scheveningen Variation, Classical Variation, Paulsen Variation
e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 d6 Be2 Be7 O-O O-O f4 Nc6 Be3	B83	Défense sicilienne : Variante Scheveningen, Variante moderne	Sicilian Defense: Scheveningen Variation, Modern Variation
e4 e5 Bc4 Bc5 b4 Bxb4 f4 exf4 Nf3 Be7 d4 Bh4 g3 fxg3 O-O gxh2 Kh1	C23	Ouverture du fou : Gambit Four Pawns	Bishop's Opening: Four Pawns Gambit
e4 e5 Nc3 Nc6 f4 exf4 Nf3 g5 d4 g4 Bc4 gxf3 O-O d5 exd5 Bg4 dxc6	C25	Partie viennoise : Gambit Pierce, Attaque Rushmere	Vienna Game: Pierce Gambit, Rushmere Attack
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Be7 Qe2 Nd6 Bxc6 bxc6 dxe5 Nb7 Nd4	C67	Partie espagnole (Ruy López) : Défense Berlin, Attaque Winawer	Ruy Lopez: Berlin Defense, Winawer Attack
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Be7 Qe2 Nd6 Bxc6 bxc6 dxe5 Nb7 b3	C67	Partie espagnole (Ruy López) : Défense Berlin, Variante Pillsbury	Ruy Lopez: Berlin Defense, Pillsbury Variation
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 Be7 Qe2 Nd6 Bxc6 bxc6 dxe5 Nb7 c4	C67	Partie espagnole (Ruy López) : Défense Berlin, Variante Zukertort	Ruy Lopez: Berlin Defense, Zukertort Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O d3 d6 c3	C90	Partie espagnole (Ruy López) : Closed, Variante Pilnik	Ruy Lopez: Closed, Pilnik Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O Bc2	C90	Partie espagnole (Ruy López) : Closed, Variante Lutikov	Ruy Lopez: Closed, Lutikov Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O a3	C90	Partie espagnole (Ruy López) : Closed, Variante Suetin	Ruy Lopez: Closed, Suetin Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O d4	C91	Partie espagnole (Ruy López) : Closed, Variante Yates	Ruy Lopez: Closed, Yates Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O h3	C92	Partie espagnole (Ruy López) : Closed	Ruy Lopez: Closed
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Nbd2	C80	Partie espagnole (Ruy López) : Open, Variante Bernstein	Ruy Lopez: Open, Bernstein Variation
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Qe2	C81	Partie espagnole (Ruy López) : Open, Attaque Howell	Ruy Lopez: Open, Howell Attack
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3	C82	Partie espagnole (Ruy López) : Open	Ruy Lopez: Open
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Qe2 Be7 O-O b5 Bb3 O-O c3 d5 d3	C86	Partie espagnole (Ruy López) : Closed, Attaque Worrall, Castling ligne	Ruy Lopez: Closed, Worrall Attack, Castling Line
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4 exd4 e5 d5 exf6 dxc4 Re1 Be6 fxg7	C56	Partie italienne : Gambit Scotch, Max Lange attaque accepté	Italian Game: Scotch Gambit, Max Lange Attack Accepted
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bb6 b5 Na5 Nxe5 Qg5 Qf3 Qxe5 Qxf7 Kd8 Bb2	C51	Partie italienne : Evans gambit refusé, Variante Hicken	Italian Game: Evans Gambit Declined, Hicken Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 d4 exd4 O-O d6 cxd4 Bb6 Nc3	C51	Partie italienne : Gambit Evans, Attaque Morphy	Italian Game: Evans Gambit, Morphy Attack
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3 d6 O-O O-O Re1 a6 Bb3 Ba7 h3	C54	Partie italienne : Variante classique, Giuoco Pianissimo, ligne principale	Italian Game: Classical Variation, Giuoco Pianissimo, Main Line
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4 Nc3 Nxe4 O-O Bxc3 d5	C54	Partie italienne : Variante classique, Gambit Greco, Attaque Moeller-Therkatz	Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 e5 Ne4 Bd5 Nxf2 Kxf2 dxc3 Kg3	C54	Partie italienne : Variante classique, Variante Ghulam-Kassim	Italian Game: Classical Variation, Ghulam-Kassim Variation
e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7 d4 Bb6 O-O d6 a4 a6 h3 Nf6 Re1	C53	Partie italienne : Variante classique, Variante Tarrasch	Italian Game: Classical Variation, Tarrasch Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5 c6 dxc6 bxc6 Be2 h6 Nh3	C59	Partie italienne : Défense deux cavaliers, Variante Steinitz	Italian Game: Two Knights Defense, Steinitz Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5 c6 dxc6 bxc6 Qf3 Qc7 Bd3	C58	Partie italienne : Défense deux cavaliers, Variante Paoli	Italian Game: Two Knights Defense, Paoli Variation
e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 d4 Bxd4 Nxd4 Nxd4 Bg5 h6 Bh4 g5 f4	C54	Partie italienne : Giuoco Piano, Variante Rosentreter	Italian Game: Giuoco Piano, Rosentreter Variation
e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 O-O O-O	C47	Partie des quatre cavaliers : Scotch variante accepté, ligne principale	Four Knights Game: Scotch Variation Accepted, Main Line
e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Nb5 Bb4 Bd2 Qxe4 Be2 Kd8 O-O Bxd2 Qxd2	C45	Partie écossaise : Attaque Horwitz, Variante Blackburne	Scotch Game: Horwitz Attack, Blackburne Variation
e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6 O-O Be7 c4 Nb4 Be2	C42	Défense Petroff (russe) : Attaque classique, Variante Chigorin, ligne principale	Petrov's Defense: Classical Attack, Chigorin Variation, Main Line
e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Nc6 O-O Be7 c4 Nb4 cxd5	C42	Défense Petroff (russe) : Attaque classique, Variante Chigorin, Attaque Browne	Petrov's Defense: Classical Attack, Chigorin Variation, Browne Attack
e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6 Nc3 Bb4 Bd2 O-O O-O-O Re8 Bc4 d6 Nh3	C22	Partie du centre : Variante Kupreichik	Center Game: Kupreichik Variation
e4 e5 f4 d5 exd5 e4 d3 Nf6 dxe4 Nxe4 Nf3 Bc5 Qe2 Bf2 Kd1 Qxd5 Nfd2	C32	Gambit du roi refusé : Contre-gambit Falkbeer, Variante Alapin	King's Gambit Declined: Falkbeer Countergambit, Alapin Variation
e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3 Qxf3 Qf6 Nc3 Qd4 Kh1 Qxc4 Nd5	C37	Gambit du roi accepté : Gambit Double Muzio, Gambit Baldwin	King's Gambit Accepted: Double Muzio Gambit, Baldwin Gambit
e4 e5 f4 exf4 Nf3 g5 h4 g4 Ng5 h6 Nxf7 Kxf7 Bc4 d5 Bxd5 Kg7 d4	C39	Gambit du roi accepté : Allgaier, Attaque Urusov	King's Gambit Accepted: Allgaier, Urusov Attack
e4 e6 Nc3 d5 d4 Nf6 Bg5 Bb4 e5 h6 Bd2 Bxc3 bxc3 Ne4 Qg4 Kf8 Bc1	C12	Défense française : Variante McCutcheon, Variante Duras	French Defense: McCutcheon Variation, Duras Variation
e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3 bxc3 Ne7 a4 Nbc6 Nf3 Qa5 Bd2	C19	Défense française : Variante Winawer, Variante Positional	French Defense: Winawer Variation, Positional Variation
e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3 bxc3 Ne7 a4 Nbc6 Nf3 Qa5 Qd2	C19	Défense française : Variante Winawer, Variante Positional	French Defense: Winawer Variation, Positional Variation
e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6 exf6 hxg5 fxg7 Rg8 h4 gxh4 Qg4	C12	Défense française : Variante McCutcheon, Variante Grigoriev	French Defense: McCutcheon Variation, Grigoriev Variation
e4 e6 d4 d5 Nd2 c5 exd5 exd5 Ngf3 Nc6 Bb5 Bd6 dxc5 Bxc5 O-O Ne7 c3	C09	Défense française : Variante Tarrasch, Système Open, ligne principale	French Defense: Tarrasch Variation, Open System, Main Line
e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Bd3 cxd4 cxd4 Bd7 O-O Nxd4 Ng5	C02	Défense française : Variante avancée, Gambit Milner-Barry, Variante Sørensen	French Defense: Advance Variation, Milner-Barry Gambit, Sørensen Variation
